map,agent_1,agent_2,agent_3,agent_4,agent_5,win_rate,wins,rounds
Abyss,Sova,Jett,Astra,Gekko,Tejo,86.67,13,15
Abyss,Breach,Sova,Yoru,Astra,Chamber,81.25,13,16
Abyss,Sova,Yoru,Astra,Chamber,Deadlock,76.47,13,17
Abyss,Sova,Yoru,Astra,Chamber,Veto,76.47,13,17
Abyss,Jett,Astra,KAY/O,Fade,Clove,76.47,13,17
Abyss,Cypher,Sova,Jett,Astra,Tejo,76.47,13,17
Abyss,Jett,Astra,Neon,Gekko,Vyse,76.47,13,17
Abyss,Breach,Sova,Jett,Chamber,Clove,76.47,13,17
Abyss,Sova,Skye,Yoru,Chamber,Clove,76.47,13,17
Abyss,Sova,Yoru,Astra,Clove,Waylay,74.29,26,35
Abyss,Breach,Omen,Astra,Tejo,Waylay,72.22,13,18
Abyss,Brimstone,Yoru,Astra,Tejo,Waylay,72.22,13,18
Abyss,Sova,Sage,Omen,Yoru,Astra,72.22,13,18
Abyss,Sova,Chamber,Iso,Clove,Waylay,72.22,13,18
Abyss,Omen,Yoru,Chamber,Fade,Harbor,72.22,13,18
Abyss,Sova,Harbor,Clove,Vyse,Waylay,72.22,13,18
Abyss,Breach,Omen,Chamber,Tejo,Waylay,69.64,39,56
Abyss,Breach,Sova,Jett,Astra,Chamber,68.42,13,19
Abyss,Sova,Jett,Astra,Chamber,Neon,68.42,13,19
Abyss,Breach,Sova,Clove,Vyse,Waylay,68.42,13,19
Abyss,Sova,Skye,Omen,Yoru,Waylay,68.42,13,19
Abyss,Sova,Sage,Yoru,Astra,Chamber,66.1,39,59
Abyss,Breach,Astra,Neon,Tejo,Veto,65.0,13,20
Abyss,Sova,Viper,Astra,Tejo,Waylay,65.0,26,40
Abyss,Cypher,Sova,Omen,Jett,Chamber,65.0,13,20
Abyss,Sova,Viper,Omen,Chamber,Waylay,65.0,13,20
Abyss,Sova,Omen,Jett,Yoru,Clove,65.0,13,20
Abyss,Sova,Jett,Yoru,Clove,Veto,65.0,13,20
Abyss,Sova,Viper,Omen,Jett,Neon,65.0,13,20
Abyss,Sova,Jett,Astra,Waylay,Veto,64.29,27,42
Abyss,Sova,Skye,Jett,Chamber,Clove,62.79,27,43
Abyss,Jett,Reyna,Astra,Chamber,Tejo,61.9,13,21
Abyss,Sova,Omen,Astra,Chamber,Waylay,61.9,26,42
Abyss,Cypher,Jett,Reyna,Astra,Tejo,61.9,13,21
Abyss,Sova,Jett,Astra,Deadlock,Vyse,61.9,26,42
Abyss,Sova,Omen,Yoru,Astra,Tejo,61.9,13,21
Abyss,Sova,Phoenix,Yoru,Astra,Chamber,61.83,115,186
Abyss,Sova,Astra,Tejo,Waylay,Veto,61.54,40,65
Abyss,Sova,Omen,Jett,Yoru,Astra,61.36,54,88
Abyss,Sova,Omen,Yoru,Clove,Waylay,60.98,75,123
Abyss,Breach,Sova,Yoru,Astra,Waylay,60.78,31,51
Abyss,Sova,Jett,Astra,Neon,Vyse,60.47,26,43
Abyss,Sova,Yoru,Astra,Tejo,Waylay,60.0,45,75
Abyss,Sova,Phoenix,Jett,Astra,Veto,59.68,37,62
Abyss,Sova,Killjoy,Viper,Yoru,Astra,59.28,99,167
Abyss,Sova,Killjoy,Sage,Jett,Astra,59.09,13,22
Abyss,Breach,Sova,Omen,Yoru,Chamber,59.09,13,22
Abyss,Sova,KAY/O,Harbor,Clove,Waylay,59.09,13,22
Abyss,Sova,Omen,Harbor,Vyse,Waylay,59.09,13,22
Abyss,Sova,Omen,Yoru,Iso,Vyse,59.09,13,22
Abyss,Sova,Viper,Omen,Tejo,Waylay,58.79,117,199
Abyss,Sova,Omen,Yoru,Harbor,Vyse,58.33,21,36
Abyss,Sova,Yoru,Astra,KAY/O,Waylay,57.58,19,33
Abyss,Sova,Yoru,Astra,Harbor,Waylay,57.52,65,113
Abyss,Sova,Astra,Chamber,Tejo,Waylay,57.5,23,40
Abyss,Sage,Jett,Astra,Fade,Clove,57.14,52,91
Abyss,Sova,Astra,KAY/O,Waylay,Veto,57.14,100,175
Abyss,Breach,Jett,Astra,Chamber,Tejo,56.52,13,23
Abyss,Sova,Skye,Yoru,Astra,Veto,56.52,13,23
Abyss,Harbor,Deadlock,Iso,Clove,Waylay,56.52,13,23
Abyss,Cypher,Sova,Omen,Jett,Veto,56.52,13,23
Abyss,Sova,Viper,Omen,Jett,Tejo,56.52,13,23
Abyss,Cypher,Sova,Jett,Astra,Waylay,56.1,46,82
Abyss,Sova,Omen,Yoru,Chamber,Iso,56.1,23,41
Abyss,Sova,Jett,Chamber,Iso,Clove,55.88,19,34
Abyss,Sova,Jett,Astra,KAY/O,Veto,55.81,24,43
Abyss,Sova,Omen,Jett,Waylay,Veto,55.81,24,43
Abyss,Breach,Sova,Astra,Waylay,Veto,55.5,111,200
Abyss,Sova,Omen,Yoru,Astra,Veto,55.45,61,110
Abyss,Sova,Omen,Astra,Tejo,Waylay,55.19,202,366
Abyss,Sova,Yoru,Astra,KAY/O,Chamber,55.17,32,58
Abyss,Sova,Yoru,KAY/O,Chamber,Clove,54.93,39,71
Abyss,Sova,Yoru,Astra,Deadlock,Waylay,54.84,34,62
Abyss,Sova,Jett,Astra,KAY/O,Chamber,54.63,348,637
Abyss,Sova,Phoenix,Omen,Jett,Chamber,54.35,25,46
Abyss,Cypher,Sova,Yoru,Astra,Waylay,54.34,269,495
Abyss,Breach,Cypher,Sova,Omen,Waylay,54.22,45,83
Abyss,Sova,Omen,Astra,Chamber,Neon,54.17,13,24
Abyss,Yoru,Astra,Chamber,Tejo,Waylay,54.17,13,24
Abyss,Sova,Chamber,Neon,Gekko,Clove,54.17,13,24
Abyss,Cypher,Sova,Omen,Jett,Waylay,54.17,13,24
Abyss,Sova,Omen,Yoru,Neon,Waylay,54.17,13,24
Abyss,Breach,Sova,Yoru,Astra,Veto,54.05,60,111
Abyss,Sova,Jett,Astra,KAY/O,Vyse,54.0,81,150
Abyss,Sova,Viper,Yoru,Astra,Waylay,54.0,81,150
Abyss,Sova,Astra,Harbor,Tejo,Waylay,53.85,14,26
Abyss,Sova,Omen,Neon,Deadlock,Waylay,53.66,22,41
Abyss,Sova,Viper,Phoenix,KAY/O,Iso,53.57,15,28
Abyss,Sova,Omen,Jett,KAY/O,Vyse,53.57,30,56
Abyss,Sova,Yoru,Chamber,Clove,Veto,53.33,16,30
Abyss,Cypher,Sova,Jett,Astra,KAY/O,52.98,231,436
Abyss,Cypher,Sova,Omen,Neon,Waylay,52.94,18,34
Abyss,Sova,Brimstone,Yoru,Astra,Waylay,52.87,92,174
Abyss,Sova,Omen,Jett,Astra,KAY/O,52.87,92,174
Abyss,Sova,Omen,Chamber,Clove,Waylay,52.63,20,38
Abyss,Sova,Jett,Astra,Chamber,Waylay,52.44,43,82
Abyss,Cypher,Sova,Jett,Yoru,Astra,52.44,43,82
Abyss,Sova,Phoenix,Omen,Chamber,Waylay,52.42,65,124
Abyss,Jett,Yoru,Astra,Tejo,Veto,52.27,23,44
Abyss,Sova,Jett,Reyna,Astra,Chamber,52.08,25,48
Abyss,Sova,Yoru,Astra,Waylay,Veto,51.52,711,1380
Abyss,Sova,Yoru,Chamber,Clove,Waylay,51.49,69,134
Abyss,Sova,Omen,Astra,KAY/O,Waylay,51.34,268,522
Abyss,Sova,Astra,KAY/O,Chamber,Waylay,51.09,187,366
Abyss,Sova,Jett,Astra,KAY/O,Deadlock,51.06,24,47
Abyss,Sova,Omen,Yoru,Vyse,Waylay,50.56,45,89
Abyss,Sova,Jett,Astra,Chamber,Iso,50.56,136,269
Abyss,Sova,Omen,Jett,Chamber,Clove,50.53,48,95
Abyss,Sova,Jett,Yoru,Astra,Veto,50.3,169,336
Abyss,Sova,Omen,Yoru,Chamber,Waylay,50.18,136,271
Abyss,Breach,Cypher,Sova,Astra,Waylay,50.0,46,92
Abyss,Breach,Astra,Chamber,Tejo,Waylay,50.0,270,540
Abyss,Cypher,Sova,Omen,KAY/O,Waylay,50.0,39,78
Abyss,Sova,Astra,Chamber,Clove,Waylay,50.0,18,36
Abyss,Astra,KAY/O,Chamber,Tejo,Waylay,50.0,115,230
Abyss,Sova,KAY/O,Chamber,Clove,Waylay,50.0,24,48
Abyss,Sova,Sage,Jett,Deadlock,Clove,50.0,3,6
Abyss,Cypher,Omen,Jett,Yoru,Tejo,50.0,2,4
Abyss,Sova,Skye,Omen,Vyse,Waylay,50.0,3,6
Abyss,Sova,Omen,Jett,Yoru,Chamber,49.76,103,207
Abyss,Sova,Omen,Yoru,Astra,Waylay,49.36,193,391
Abyss,Breach,Sova,Astra,Chamber,Waylay,49.14,86,175
Abyss,Sova,Yoru,Astra,Chamber,Tejo,49.09,54,110
Abyss,Breach,Cypher,Astra,Tejo,Waylay,49.0,49,100
Abyss,Sova,Omen,Yoru,Astra,Chamber,48.91,67,137
Abyss,Breach,Sova,Viper,Astra,Waylay,48.89,44,90
Abyss,Breach,Sova,Astra,Harbor,Waylay,48.84,21,43
Abyss,Brimstone,Omen,KAY/O,Tejo,Waylay,47.6,99,208
Abyss,Sova,Yoru,Astra,Deadlock,Tejo,47.5,19,40
Abyss,Omen,Astra,KAY/O,Tejo,Waylay,47.5,19,40
Abyss,Sova,Phoenix,Jett,Astra,Chamber,46.97,31,66
Abyss,Sova,Skye,Jett,Astra,Chamber,46.88,15,32
Abyss,Cypher,Sova,Omen,Yoru,Waylay,46.82,125,267
Abyss,Sova,Skye,Astra,Chamber,Waylay,46.55,27,58
Abyss,Sova,Skye,Yoru,Astra,Waylay,46.5,93,200
Abyss,Sova,Skye,Jett,Astra,Deadlock,46.43,13,28
Abyss,Breach,Yoru,Astra,Tejo,Waylay,46.43,52,112
Abyss,Breach,Cypher,Jett,Yoru,Clove,46.43,13,28
Abyss,Sova,Yoru,Astra,Chamber,Iso,46.34,38,82
Abyss,Sova,Jett,Yoru,Astra,Chamber,46.27,192,415
Abyss,Sova,Omen,Yoru,Chamber,Harbor,46.23,49,106
Abyss,Sova,Omen,Chamber,Neon,Vyse,46.15,12,26
Abyss,Sova,Skye,Omen,Jett,Chamber,46.15,12,26
Abyss,Sova,Omen,KAY/O,Chamber,Waylay,46.15,12,26
Abyss,Sova,Yoru,Clove,Vyse,Waylay,46.15,12,26
Abyss,Sova,Yoru,Astra,Chamber,Waylay,46.14,389,843
Abyss,Breach,Astra,Tejo,Waylay,Veto,46.12,95,206
Abyss,Sova,Jett,Astra,Chamber,Deadlock,46.03,29,63
Abyss,Sova,Phoenix,Astra,Chamber,Waylay,45.83,11,24
Abyss,Sova,Omen,Yoru,Harbor,Waylay,45.83,22,48
Abyss,Sova,Omen,Yoru,Neon,Vyse,45.45,20,44
Abyss,Sova,Jett,Yoru,Astra,Clove,45.45,30,66
Abyss,Sova,Yoru,Astra,Chamber,Vyse,45.24,19,42
Abyss,Sova,Jett,Astra,Chamber,Tejo,45.16,14,31
Abyss,Sova,Omen,Yoru,Waylay,Veto,45.1,23,51
Abyss,Breach,Sova,Jett,Astra,Tejo,44.68,21,47
Abyss,Sova,Yoru,Astra,Chamber,Harbor,44.68,21,47
Abyss,Reyna,Astra,Chamber,Clove,Waylay,43.56,44,101
Abyss,Cypher,Sova,Jett,Astra,Clove,43.48,10,23
Abyss,Breach,Sova,Omen,Chamber,Waylay,43.48,10,23
Abyss,Breach,Sova,Omen,Astra,Waylay,43.48,10,23
Abyss,Sova,Skye,Astra,Vyse,Waylay,43.48,10,23
Abyss,Sova,Skye,Chamber,Clove,Waylay,43.48,10,23
Abyss,Breach,Sova,Omen,Harbor,Waylay,43.24,16,37
Abyss,Jett,Astra,Chamber,Vyse,Tejo,42.86,3,7
Abyss,Sova,Sage,Jett,Astra,Vyse,42.86,3,7
Abyss,Breach,Sova,Omen,Jett,Chamber,42.86,3,7
Abyss,Sova,Omen,Jett,Yoru,Vyse,42.86,3,7
Abyss,Sova,Astra,Chamber,Vyse,Waylay,42.86,3,7
Abyss,Sova,Jett,Yoru,Astra,Vyse,42.35,36,85
Abyss,Viper,Astra,KAY/O,Tejo,Waylay,42.22,19,45
Abyss,Cypher,Sova,Astra,Clove,Waylay,40.91,9,22
Abyss,Cypher,Jett,Astra,KAY/O,Tejo,40.91,9,22
Abyss,Sova,Yoru,Astra,KAY/O,Veto,40.91,18,44
Abyss,Sova,Yoru,Astra,Neon,Veto,40.91,9,22
Abyss,Sova,Yoru,Chamber,Harbor,Clove,40.91,9,22
Abyss,Sova,Omen,Jett,Astra,Chamber,40.91,9,22
Abyss,Sova,Viper,Yoru,Astra,Chamber,40.91,9,22
Abyss,Sova,Jett,Yoru,Chamber,Clove,40.0,16,40
Abyss,Cypher,Sova,Yoru,Astra,Chamber,40.0,2,5
Abyss,Sova,Skye,Yoru,Clove,Vyse,40.0,2,5
Abyss,Sova,Omen,Jett,Neon,Veto,40.0,2,5
Abyss,Sova,Omen,Jett,KAY/O,Veto,39.53,17,43
Abyss,Sova,Phoenix,Omen,Yoru,Waylay,39.02,16,41
Abyss,Cypher,Sova,Astra,Tejo,Waylay,38.1,8,21
Abyss,Brimstone,Skye,Jett,Chamber,Clove,38.1,8,21
Abyss,Sova,Viper,Omen,Yoru,Iso,38.1,16,42
Abyss,Cypher,Sova,Yoru,Astra,Neon,38.1,16,42
Abyss,Cypher,Sova,Omen,Jett,Yoru,38.1,8,21
Abyss,Sova,Killjoy,Neon,Harbor,Waylay,38.1,16,42
Abyss,Sova,Astra,Gekko,Vyse,Waylay,38.1,8,21
Abyss,Jett,Astra,KAY/O,Deadlock,Tejo,36.59,15,41
Abyss,Sova,Astra,Chamber,Iso,Waylay,35.0,7,20
Abyss,Jett,Yoru,Astra,KAY/O,Deadlock,35.0,7,20
Abyss,Sova,Skye,Jett,Yoru,Astra,35.0,7,20
Abyss,Raze,Omen,Reyna,Astra,Tejo,35.0,7,20
Abyss,Sova,Omen,Yoru,Deadlock,Vyse,35.0,7,20
Abyss,Sova,Yoru,Astra,Harbor,Veto,35.0,7,20
Abyss,Sova,Omen,Jett,KAY/O,Harbor,35.0,7,20
Abyss,Sova,Astra,KAY/O,Vyse,Waylay,33.9,20,59
Abyss,Breach,Sova,Jett,Astra,Waylay,33.33,11,33
Abyss,Breach,Yoru,Astra,Tejo,Veto,33.33,13,39
Abyss,Breach,Jett,Yoru,Astra,Tejo,33.33,4,12
Abyss,Sova,Astra,Chamber,Neon,Tejo,33.33,2,6
Abyss,Sova,Killjoy,Yoru,Astra,Waylay,33.33,1,3
Abyss,Sova,Astra,Vyse,Tejo,Waylay,33.33,4,12
Abyss,Sova,Omen,Yoru,KAY/O,Chamber,33.33,4,12
Abyss,Sova,Omen,Yoru,Chamber,Tejo,33.33,2,6
Abyss,Breach,Cypher,Sova,Jett,Astra,33.33,4,12
Abyss,Breach,Cypher,Jett,Astra,Tejo,33.33,4,12
Abyss,Breach,Cypher,Omen,Tejo,Waylay,33.33,1,3
Abyss,Cypher,Sova,Omen,Iso,Waylay,33.33,4,12
Abyss,Sova,Jett,Chamber,Clove,Waylay,33.33,4,12
Abyss,Sova,Yoru,Astra,Vyse,Waylay,32.86,23,70
Abyss,Yoru,Astra,KAY/O,Tejo,Waylay,31.58,6,19
Abyss,Breach,Sova,Astra,Vyse,Waylay,27.78,10,36
Abyss,Raze,Phoenix,Omen,Reyna,Neon,27.78,5,18
Abyss,Cypher,Sova,Astra,KAY/O,Waylay,27.78,15,54
Abyss,Cypher,Sova,Jett,Reyna,Astra,23.53,4,17
Abyss,Sova,Omen,Vyse,Waylay,Veto,23.53,4,17
Abyss,Sova,Jett,Astra,Vyse,Waylay,18.75,3,16
Abyss,Brimstone,Astra,KAY/O,Tejo,Waylay,0.0,0,13
Ascent,Skye,Astra,Chamber,Neon,Tejo,100.0,9,9
Ascent,Raze,Skye,Chamber,Neon,Tejo,100.0,3,3
Ascent,Viper,Skye,Omen,Jett,Neon,100.0,3,3
Ascent,Sova,Omen,Chamber,Deadlock,Waylay,86.67,13,15
Ascent,Sova,Killjoy,Skye,Clove,Waylay,76.47,13,17
Ascent,Skye,Jett,Chamber,Neon,Harbor,75.0,3,4
Ascent,Raze,Skye,Jett,Neon,Harbor,66.67,2,3
Ascent,Breach,Phoenix,Omen,Yoru,Deadlock,65.0,13,20
Ascent,Sova,Omen,Jett,KAY/O,Chamber,63.51,47,74
Ascent,Skye,Jett,KAY/O,Chamber,Clove,61.9,13,21
Ascent,Sova,Skye,Omen,Chamber,Waylay,61.9,13,21
Ascent,Sova,Omen,Yoru,Chamber,Vyse,61.9,13,21
Ascent,Cypher,Skye,Fade,Clove,Vyse,61.9,13,21
Ascent,Raze,Phoenix,Yoru,Fade,Clove,61.9,13,21
Ascent,Sova,Killjoy,Jett,Yoru,Clove,59.09,13,22
Ascent,Sova,Omen,Jett,Reyna,KAY/O,59.09,13,22
Ascent,Breach,Brimstone,Yoru,Chamber,Neon,56.52,13,23
Ascent,Breach,Killjoy,Skye,Omen,Jett,56.52,13,23
Ascent,Sova,Omen,Jett,Chamber,Deadlock,56.52,13,23
Ascent,Phoenix,Omen,Jett,Reyna,Tejo,56.52,13,23
Ascent,Cypher,Reyna,Astra,Chamber,Iso,54.17,13,24
Ascent,Breach,Phoenix,Omen,Jett,Fade,54.17,13,24
Ascent,Cypher,Sova,Omen,Jett,Yoru,54.17,26,48
Ascent,Omen,Fade,Iso,Vyse,Tejo,54.17,13,24
Ascent,Sova,Omen,Yoru,Chamber,Waylay,53.85,14,26
Ascent,Cypher,Sova,Jett,Clove,Waylay,53.57,15,28
Ascent,Sova,Killjoy,Omen,Jett,KAY/O,48.68,37,76
Ascent,Sova,Omen,Yoru,Chamber,Deadlock,46.15,12,26
Ascent,Reyna,Yoru,Astra,Neon,Veto,45.83,11,24
Ascent,Killjoy,Jett,Reyna,Chamber,Harbor,45.83,11,24
Ascent,Sova,Sage,Neon,Deadlock,Clove,45.83,11,24
Ascent,Sova,Killjoy,Viper,Yoru,Waylay,45.83,11,24
Ascent,Sova,Astra,Fade,Iso,Vyse,43.48,10,23
Ascent,Cypher,Sage,Fade,Deadlock,Clove,43.48,10,23
Ascent,Cypher,Sova,Skye,Harbor,Waylay,43.48,10,23
Ascent,Sova,Killjoy,Omen,Yoru,Waylay,43.48,10,23
Ascent,Cypher,Sova,Omen,Iso,Waylay,40.91,9,22
Ascent,Sova,Killjoy,Omen,Jett,Yoru,40.32,25,62
Ascent,Sova,Viper,Sage,Chamber,Waylay,38.1,8,21
Ascent,Cypher,Sova,Jett,Harbor,Iso,38.1,8,21
Ascent,Phoenix,Omen,Yoru,Iso,Tejo,38.1,8,21
Ascent,Sova,Omen,Jett,Yoru,Vyse,38.1,8,21
Ascent,Sova,Jett,Yoru,Clove,Vyse,35.0,7,20
Ascent,Cypher,Viper,Jett,Reyna,Fade,35.0,7,20
Ascent,Cypher,Sova,Omen,KAY/O,Waylay,35.0,7,20
Ascent,Skye,Jett,KAY/O,Chamber,Waylay,33.33,1,3
Ascent,Sova,Phoenix,Omen,Jett,Vyse,31.58,6,19
Ascent,Killjoy,Phoenix,Neon,Harbor,Tejo,25.0,1,4
Ascent,Cypher,Sova,Omen,Jett,KAY/O,23.53,4,17
Ascent,Cypher,Sova,Skye,Clove,Waylay,13.33,2,15
Ascent,Sova,Skye,Jett,Chamber,Iso,0.0,0,3
Ascent,Phoenix,Jett,Chamber,Neon,Waylay,0.0,0,9
Ascent,Sova,Skye,Jett,Neon,Waylay,0.0,0,3
Bind,Raze,Brimstone,Reyna,Deadlock,Veto,100.0,13,13
Bind,Brimstone,Skye,Fade,Waylay,Veto,100.0,13,13
Bind,Raze,Skye,Astra,Chamber,Fade,92.86,13,14
Bind,Raze,Sova,Brimstone,Phoenix,Deadlock,86.67,13,15
Bind,Raze,Viper,Brimstone,Skye,Fade,86.67,13,15
Bind,Raze,Sova,Viper,Brimstone,Yoru,86.67,13,15
Bind,Skye,Jett,Reyna,Chamber,Clove,86.67,13,15
Bind,Raze,Viper,Fade,Clove,Veto,86.67,13,15
Bind,Raze,Brimstone,Reyna,Yoru,Vyse,81.25,26,32
Bind,Sova,Brimstone,Phoenix,Yoru,Tejo,81.25,13,16
Bind,Raze,Viper,Omen,Chamber,Fade,81.25,13,16
Bind,Viper,Jett,Reyna,Yoru,Clove,81.25,13,16
Bind,Brimstone,Jett,Chamber,Fade,Iso,76.47,13,17
Bind,Brimstone,Reyna,Yoru,Clove,Veto,76.47,13,17
Bind,Brimstone,Skye,Yoru,Fade,Deadlock,76.47,26,34
Bind,Viper,Reyna,Clove,Vyse,Waylay,76.47,13,17
Bind,Cypher,Viper,Sage,Jett,Fade,76.47,13,17
Bind,Raze,Cypher,Reyna,Yoru,Clove,75.0,9,12
Bind,Viper,Brimstone,Reyna,Neon,Waylay,73.86,65,88
Bind,Brimstone,Jett,Reyna,Chamber,Tejo,72.22,13,18
Bind,Brimstone,Phoenix,Skye,Fade,Clove,72.22,13,18
Bind,Brimstone,Reyna,Yoru,Iso,Clove,72.22,13,18
Bind,Brimstone,KAY/O,Deadlock,Tejo,Waylay,72.22,13,18
Bind,Jett,Chamber,Fade,Harbor,Deadlock,72.22,13,18
Bind,Cypher,Sage,Fade,Deadlock,Clove,72.22,13,18
Bind,Viper,Skye,Yoru,Fade,Clove,72.22,13,18
Bind,Viper,Reyna,Iso,Clove,Waylay,71.43,10,14
Bind,Viper,Brimstone,Reyna,Neon,Deadlock,70.27,26,37
Bind,Raze,Brimstone,KAY/O,Harbor,Deadlock,70.0,7,10
Bind,Raze,Viper,Reyna,Astra,Chamber,68.42,13,19
Bind,Breach,Raze,Viper,Brimstone,Tejo,68.42,13,19
Bind,Brimstone,Yoru,Chamber,Fade,Deadlock,68.42,13,19
Bind,Brimstone,Yoru,Fade,Vyse,Waylay,68.42,26,38
Bind,Raze,Viper,Brimstone,Skye,Reyna,68.42,13,19
Bind,Raze,Sova,Brimstone,Phoenix,Tejo,68.42,13,19
Bind,Sage,Reyna,Yoru,Chamber,Clove,68.42,13,19
Bind,Raze,Skye,Omen,Fade,Veto,68.42,13,19
Bind,Viper,Yoru,Neon,Fade,Clove,67.24,39,58
Bind,Brimstone,Yoru,Neon,Fade,Clove,66.67,8,12
Bind,Raze,Jett,Reyna,Clove,Veto,66.67,8,12
Bind,Raze,Sage,Skye,Neon,Clove,66.67,8,12
Bind,Raze,Viper,Jett,Astra,Fade,65.0,13,20
Bind,Cypher,Viper,Brimstone,Jett,Fade,65.0,13,20
Bind,Raze,Brimstone,Phoenix,Reyna,Tejo,65.0,26,40
Bind,Raze,Viper,Chamber,Fade,Clove,65.0,13,20
Bind,Raze,Sova,Yoru,Deadlock,Clove,65.0,13,20
Bind,Raze,Brimstone,Phoenix,Reyna,Chamber,63.41,26,41
Bind,Cypher,Brimstone,Yoru,Fade,Waylay,62.5,35,56
Bind,Raze,Viper,Reyna,Clove,Waylay,62.5,5,8
Bind,Viper,Omen,Yoru,Fade,Waylay,62.5,5,8
Bind,Raze,Brimstone,Chamber,Fade,Tejo,61.9,13,21
Bind,Viper,Brimstone,Skye,Yoru,Fade,61.9,26,42
Bind,Raze,Viper,Jett,Reyna,Clove,61.9,13,21
Bind,Raze,Fade,Harbor,Iso,Tejo,61.9,13,21
Bind,Sage,Reyna,Deadlock,Clove,Waylay,61.54,8,13
Bind,Raze,Viper,Reyna,Yoru,Clove,60.44,55,91
Bind,Viper,Brimstone,Yoru,Fade,Tejo,60.19,127,211
Bind,Viper,Reyna,Yoru,Chamber,Clove,60.19,62,103
Bind,Raze,Yoru,Chamber,Fade,Clove,60.0,60,100
Bind,Yoru,Astra,Fade,Deadlock,Tejo,60.0,6,10
Bind,Skye,Reyna,Neon,Deadlock,Clove,60.0,3,5
